event_id,day,driver,n_hours,baseline_mae,llm_context_mae,oracle_mae,random_mean_mae,llm_minus_baseline_mae,oracle_minus_baseline_mae,random_mean_minus_baseline_mae,random_single_path_mae_mean,random_single_path_mae_p05,random_single_path_mae_p50,random_single_path_mae_p95,p_random_single_beats_llm,max_abs_llm_forecast_shift,max_abs_oracle_forecast_shift,random_declared_mw,random_width_hours
T065,2024-06-27,unavail_tx_import_mw,24,5.477643902787672,6.405060952346744,5.477643902787672,6.776938525359597,0.9274170495590726,0.0,1.2992946225719253,6.776938525359607,6.776938525359605,6.776938525359605,6.776938525359605,0.0,1.8576789683601902,3.552713678800501e-15,1100.0,24
G060,2024-03-20,avail_gen_mw,24,18.028138670000192,18.96071142720608,18.028138670000192,19.015010761995807,0.932572757205886,0.0,0.9868720919956147,19.01501076199583,19.01501076199583,19.01501076199583,19.01501076199583,0.0,4.366281758046,1.4210854715202004e-14,1172.0,24
G055,2023-12-01,avail_gen_mw,24,12.69923124394149,13.848046094962049,12.698836242761672,14.30530952514446,1.1488148510205587,-0.0003950011798181663,1.6060782812029704,14.305309525144567,14.305309525144565,14.305309525144565,14.305309525144565,0.0,16.67638784064181,0.9853016712762042,1134.0,24
T065,2024-06-23,unavail_tx_import_mw,24,10.049980445937079,11.281702839897429,10.049980445937079,11.676301324788227,1.23172239396035,0.0,1.626320878851148,11.676301324788238,11.67630132478824,11.67630132478824,11.67630132478824,0.0,5.030521255467789,3.552713678800501e-15,1100.0,24
T064,2024-05-13,unavail_tx_import_mw,24,12.065500900924638,13.409101777268008,12.559330242586256,13.596362960667529,1.3436008763433698,0.49382934166161796,1.5308620597428906,13.596362960667532,13.596362960667527,13.596362960667527,13.596362960667527,0.0,3.557632238065416,1.1256285367342258,1000.0,24
T065,2024-06-26,unavail_tx_import_mw,24,16.233523124662103,17.60255617639787,16.38640457043662,17.609578889157017,1.3690330517357658,0.15288144577451845,1.3760557644949145,17.609578889157007,17.609578889157007,17.609578889157007,17.609578889157007,0.0,2.620590046330733,0.29334340616895105,1100.0,24
G055,2023-12-02,avail_gen_mw,24,53.52037565584671,54.94766453907598,54.04743329896845,56.40315870348453,1.4272888832292665,0.5270576431217364,2.8827830476378153,56.40315870348464,56.40315870348464,56.40315870348464,56.40315870348464,0.0,18.24439648322067,3.938693154441353,1134.0,24
G060,2024-03-18,avail_gen_mw,24,42.587602346300095,44.106768838253345,42.587602346300095,44.21768827933249,1.51916649195325,0.0,1.6300859330323973,44.217688279332506,44.21768827933251,44.21768827933251,44.21768827933251,0.0,4.796593967701398,2.842170943040401e-14,1172.0,24
T065,2024-06-25,unavail_tx_import_mw,24,15.997169120095563,17.564061834988706,16.582874183774532,17.58600512084513,1.566892714893143,0.5857050636789687,1.5888360007495663,17.586005120845158,17.586005120845158,17.586005120845158,17.586005120845158,0.0,3.117939236577385,1.3348759873101628,1100.0,24
T065,2024-06-21,unavail_tx_import_mw,24,8.457650338075688,10.244800428967961,8.457650338075686,10.785065397369209,1.7871500908922737,-1.7763568394002505e-15,2.3274150592935214,10.785065397369223,10.785065397369223,10.785065397369223,10.785065397369223,0.0,4.7946630052262265,7.105427357601002e-15,1100.0,24
G055,2023-12-03,avail_gen_mw,24,37.723531470714555,39.754152000823815,37.723531470714555,40.17691182216425,2.0306205301092604,0.0,2.4533803514496952,40.176911822164264,40.17691182216427,40.17691182216427,40.17691182216427,0.0,16.87607631735318,2.842170943040401e-14,1134.0,24
T065,2024-06-24,unavail_tx_import_mw,24,12.47173158168973,14.672424882962403,13.856257919767698,14.772364392590509,2.2006933012726737,1.3845263380779684,2.3006328109007796,14.77236439259053,14.772364392590525,14.772364392590525,14.772364392590525,0.0,5.686555724124105,4.252893233457442,1100.0,24
T060,2023-12-04,unavail_tx_import_mw,24,30.059554503486282,32.86115390304075,29.83241637036416,34.56689384246683,2.801599399554469,-0.2271381331221214,4.50733933898055,34.566893842466754,34.566893842466754,34.566893842466754,34.566893842466754,0.0,15.765428107781162,1.3320444989810767,1200.0,24
T060,2023-12-02,unavail_tx_import_mw,24,53.52037565584671,56.585993554291896,53.52037565584671,63.92038483547208,3.0656178984451827,0.0,10.400009179625364,63.9203848354722,63.92038483547221,63.92038483547221,63.92038483547221,0.0,7.499951074426178,2.842170943040401e-14,1200.0,24
